source	pIssn	eIssn	linkIssn	title	publisher	correctPublisher	urls	uniqueId	medlineTA	majMeshList	author	language	country
NLM	0091-3332		0091-3332	Obstetrics and gynecology annual.	Appleton Century Crofts	Appleton Century Crofts		0322340	Obstet Gynecol Annu	Gynecology|Obstetrics		eng	United States
NLM	0362-3025		0362-3025	Pathobiology annual.	Appleton Century Crofts	Appleton Century Crofts		1305471	Pathobiol Annu	Biology|Pathology		eng	United States
NLM	0065-2369		0065-2369	Advances in cell biology.	Appleton Century Crofts	Appleton Century Crofts		0235424	Adv Cell Biol	Cell Biology		eng	United States
NLM	0075-8590		0075-8590	Legal medicine annual.	Appleton-Century-Crofts	Appleton Century Crofts		0206765	Leg Med Annu	Forensic Medicine		eng	United States
NLM	0065-9495		0065-9495	ANA clinical sessions.	Appleton Century Crofts	Appleton Century Crofts		7511412	ANA Clin Sess	Nursing	American Nurses' Association	eng	United States
NLM	0065-2253		0065-2253	Advances in biology of skin.	Appleton-Century-Crofts	Appleton Century Crofts		0426664	Adv Biol Skin	Dermatology		eng	England
NLM	0019-6568		0019-6568	Journal	Indiana Dental Association	Indiana Dental Association		8502537	J Indiana Dent Assoc	Dentistry	Indiana Dental Association	eng	United States
NLM				Nurse Educators Opportunities And Innovations.	Nursing Resources	Nursing Resources		9880100	Nurse Educ Oppor Innov			eng	United States
NLM	2325-4394	2325-4416		Medical science monitor basic research	International Scientific Literature, Inc	Scientific Literature	http://www.basic.medscimonit.com/	101597444	Med Sci Monit Basic Res	Biotechnology|Clinical Laboratory Techniques		eng	United States
NLM		0009-479X	0009-479X	Polish orthopedics & traumatology	International Scientific Literature	Scientific Literature	http://www.polorthoptraumatol.com	101593867	Pol Orthop Traumatol			eng	United States
NLM	0954-7762		0954-7762	Nursing times.	Macmillian Journals	Macmillian		0423236	Nurs Times	Nursing	College of Nursing, London	eng	England
NLM				[Preconference papers].	Council on Dental Health, American Dental Assn	Council on Dental Health American Dental Association		0020066	Preconf Papers Natl Dent Health Conf (U S)	Dentistry	National Dental Health Conference	eng	United States
NLM				The North American veterinarian.	Santa Barbara, Calif	Santa Barbara Calif		18750060R	North Am Vet	Veterinary Medicine		eng	United States
NLM	0002-8088		0002-8088	American corrective therapy journal.	American Corrective Therapy Association	American Corrective Therapy Association		0135256	Am Correct Ther J	Disabled Persons|Rehabilitation	American Corrective Therapy Association	eng	United States
NLM		1934-1997	1934-1997	Medscape journal of medicine	Medscape, Inc	Medscape		101462763	Medscape J Med	Medicine		eng	United States
NLM		1531-0132	1531-0132	MedGenMed : Medscape general medicine.	Medscape, Inc	Medscape		100894134	MedGenMed	Medicine		eng	United States
NLM		1521-2076	1521-2076	Medscape women's health	Medscape, Inc	Medscape		100844142	Medscape Womens Health	Women's Health	SCP Communications, Inc	eng	United States
NLM	1027-6661		1027-6661	Angiologii︠a︡ i sosudistai︠a︡ khirurgii︠a︡ = Angiology and vascular surgery.	Izd-vo Info-Media	Izd vo Info	http://www.angiolsurgery.org/en/magazine/	9604504	Angiol Sosud Khir	Vascular Surgical Procedures	Rossiĭskoe obshchestvo angiologov i sosudistykh khirurgov	rus	Russia (Federation)
NLM	0377-0397		0377-0397	Army Medical Corps journal, India.	Poona	Poona		7602332	Army Med Corps J India	Medicine|Military Medicine	India (Republic) Army Medical Corps	eng	India
NLM	0792-8483		0792-8483	Journal of neural transplantation & plasticity.	Freund Pub. House	Hindawi	http://www.hindawi.com/journals/np/	9104161	J Neural Transplant Plast	Neuronal Plasticity		eng	England
NLM	1352-237X		1352-237X	Journal of neural transplantation.	Freund Publishing House	Hindawi		9104162	J Neural Transplant			eng	England
NLM	0334-018X		0334-018X	The Journal of pediatric endocrinology.	Freund Publishing House	Hindawi		8510464	J Pediatr Endocrinol	Endocrine System Diseases		eng	England
NLM	0334-1534		0334-1534	Reviews in clinical & basic pharmacology.	Freund Pub. House	Hindawi		8700959	Rev Clin Basic Pharm	Pharmacology		eng	England
NLM	0197-2839		0197-2839	Reviews in pure & applied pharmacological sciences.	Freund Publishing House	Hindawi		8109975	Rev Pure Appl Pharmacol Sci	Pharmacology		eng	England
NLM	2090-0708	2090-0716	2090-0708	Journal of obesity	Hindawi Publishing Corporation	Hindawi	http://www.hindawi.com/journals/jobes/|http://www.doaj.org/doaj?func=openurl&issn=20900708&genre=journal	101526295	J Obes	Obesity		eng	United States
NLM	1687-9805	1687-9813	1687-9805	Journal of environmental and public health	Hindawi Pub. Corp	Hindawi	http://www.hindawi.com/journals/jeph	101516361	J Environ Public Health	Environmental Health		eng	United States
NLM	1942-0900	1942-0994		Oxidative medicine and cellular longevity.	Hindawi Pub. Corp	Hindawi	http://www.hindawi.com/journals/oximed/	101479826	Oxid Med Cell Longev	Oxidative Stress		eng	United States
NLM	1687-5214	1687-5303	1687-5214	Experimental diabetes research	Hindawi Pub. Corp	Hindawi	http://www.hindawi.com/journals/edr/contents/	101274844	Exp Diabetes Res	Diabetes Mellitus		eng	United States
NLM	1748-670X	1748-6718	1748-670X	Computational and mathematical methods in medicine.	Hindawi	Hindawi	http://www.hindawi.com/journals/cmmm/	101277751	Comput Math Methods Med	Models, Theoretical		eng	United States
NLM	1687-5265	1687-5273		Computational intelligence and neuroscience.	Hindawi Pub. Corp	Hindawi	http://www.hindawi.com/GetJournal.aspx?journal=CIN	101279357	Comput Intell Neurosci	Computational Biology|Neurosciences		eng	United States
NLM	1740-2522	1740-2530	1740-2522	Clinical & developmental immunology.	Hindawi Pub. Corporation	Hindawi	http://www.hindawi.com/journals/cdi/contents.html	101183692	Clin Dev Immunol			eng	Egypt
NLM	1472-3646	1472-3654		Archaea : an international microbiological journal.	Hindawi Pub. Corp	Hindawi	http://www.hindawi.com/journals/arch/	101142614	Archaea	Archaea		eng	United States
NLM	1110-7243	1110-7251	1110-7243	Journal of biomedicine & biotechnology.	Hindawi Pub. Corp	Hindawi	http://www.hindawi.com/journals/jbb/	101135740	J Biomed Biotechnol	Medicine		eng	United States
NLM	2090-5904	1687-5443		Neural plasticity.	Hindawi Pub. Corp	Hindawi	http://www.hindawi.com/journals/np/	100883417	Neural Plast	Neuronal Plasticity		eng	United States
NLM	1064-7449	1098-0997	1064-7449	Infectious diseases in obstetrics and gynecology.	Hindawi Publishing	Hindawi	http://www.hindawi.com/journals/idog/contents.html	9318481	Infect Dis Obstet Gynecol	Communicable Diseases|Genital Diseases, Female|Pregnancy Complications		eng	Egypt
NLM	0962-9351	1466-1861	0962-9351	Mediators of inflammation.	Hindawi Pub. Corp	Hindawi	http://www.hindawi.com/GetJournal.aspx?journal=MI	9209001	Mediators Inflamm	Autacoids|Cell Adhesion Molecules|Cell Communication|Cytokines|Immunologic Factors|Inflammation		eng	United States
NLM	0894-8569	1607-8462	0894-8569	HPB surgery : a world journal of hepatic, pancreatic and biliary surgery.	Hindawi Publishers	Hindawi	http://www.hindawi.com/journals/hpb/contents.html	9002972	HPB Surg	Biliary Tract Surgical Procedures		eng	United States
NLM	0003-0635		0003-0635	Bulletin - American Protestant Hospital Association.	American Protestant Hospital Association	American Protestant Hospital Association		7505304	Bull Am Protestant Hosp Assoc	Hospitals	American Protestant Hospital Association	eng	United States
NLM	0026-1513		0026-1513	Statistical bulletin	Metropolitan Life Insurance Company	Metropolitan Life Insurance Company		7503677	Stat Bull Metropol Life Insur Co	Insurance, Life|Life Expectancy|Vital Statistics	Metropolitan Life Insurance Company	eng	United States
NLM	0362-5060		0362-5060	Ciba clinical symposia.	Ciba Pharmaceutical Products	Ciba Pharmaceutical Products		101126450	Ciba Clin Symp	Medicine	Ciba Pharmaceutical Products, inc	eng	United States
NLM	0096-0160		0096-0160	Clinical symposia.	Ciba Pharmaceutical Products	Ciba Pharmaceutical Products		101126452	Clin Symp (Summit)	Medicine	Ciba Pharmaceutical Products, inc	eng	United States
NLM				Ciba symposia.	Ciba Pharmaceutical Products	Ciba Pharmaceutical Products		15930230R	CIBA Symp	History of Medicine	Ciba Pharmaceutical Products, inc	eng	United States
NLM				Bulletin of the Newark Dental Club.	Newark Dental Club	Newark Dental Club		7505401	Bull Newark Dent Club	Dentistry	Newark Dental Club	eng	United States
NLM	0021-7646		0021-7646	Journal belge de radiologie.	M Pacquet	M Pacquet		0420407	J Belge Radiol	Radiology	Association belge de radioprotection	fre	Belgium
NLM	0418-7199			Newsette - Department of Health National League of Nurses, Manila, Philippines.	Ministry Of Health National League Of Nurses	Ministry of Health National League of Nurses		7507318	Newsette	Nursing	Department of Health National League of Nurses	eng	Philippines
NLM	0735-6722	2158-8236	0735-6722	The Journal of health administration education.	Association of University Programs in Health Administration	Association of University Programs in Health Administration	http://www.aupha.org/i4a/pages/index.cfm?pageid=3321	8403840	J Health Adm Educ	Public Health Administration	Association of University Programs in Health Administration	eng	United States
NLM				Bulletin d'hygiène. Health bulletin.	[Montréal]	Montréal		18820590R	Bull Hyg	Public Health|Vital Statistics	Montréal (Québec). Dept. of Health	eng	Canada
NLM	0029-8441		0029-8441	Odontologisk revy.	Lars Hollender	Lars Hollender		0404451	Odontol Revy	Dentistry	Sydsvenska tandläkare-sällskapet	eng	Sweden
NLM	0034-3587		0034-3587	Rehabilitation record.	Rehabilitation Services Administration	Rehabilitation Administration		2985050R	Rehabil Rec	Rehabilitation	United States. Office of Vocational Rehabilitation	eng	United States
NLM	0300-5860	1435-1285	0300-5860	Zeitschrift für Kardiologie.	Steinkopff	Steinkopff		0360430	Z Kardiol	Cardiology|Cardiovascular System	Berufsverband Deutscher Internisten. Sektion Kardiologie	ger	Germany
NLM	0044-7781		0044-7781	Nursing research report.	American Nurses Foundation	American Nurses Foundation		0101770	Nurs Res Rep	Nursing|Research Support as Topic	American Nurses' Foundation	eng	United States
NLM	0016-8106		0016-8106	Georgetown medical bulletin.	Georgetown University, School of Medicine]	Georgetown University School of Medicine		2985101R	Georgetown Med Bull	Medicine	Georgetown University. School of Medicine	eng	United States
NLM				CDR weekly : communicable disease report.	Health Protection Agency	Health Protection Agency	http://www.hpa.org.uk/cdr/index.html	101121060	CDR Wkly (Online)		Communicable Disease Surveillance Centre of the Public Health Laboratory Service (Great Britain)	eng	England
NLM	0369-6464		0369-6464	Nutrition news.	National Dairy Council	National Dairy Council		19230640R	Nutr News (Rosemt)	Nutritional Physiological Phenomena	National Dairy Council	eng	United States
NLM	0001-5660		0001-5660	Acta geneticae medicae et gemellologiae.	Mendel Institute	Mendel Institute		0370314	Acta Genet Med Gemellol (Roma)	Genetics|Twins	International Congress of Human Genetics. Permanent Committee	mul	Italy
NLM	0040-8700		0040-8700	Tohoku igaku zasshi.	Tohoku Igakkai	Tohoku Igakkai		0413765	Tohoku Igaku Zasshi	Medicine	Tohoku Igakkai	jpn	Japan
NLM	1524-1971	1559-3908	1524-1971	Emergency medicine practice.	EB Medicine	EB Medicine	http://www.ebmedicine.net/content.php?action=showPage&pid=5&cat_id=16	100889097	Emerg Med Pract	Emergency Medicine		eng	United States
NLM	0360-4004		0360-4004	The International journal of oral myology.	International Association Of Oral Myology	Association of Oral Myology		7600106	Int J Oral Myol	Dentistry|Mouth|Muscles	International Association of Oral Myology	eng	United States
NLM	1088-3886		1088-3886	The dental assistant : journal of the American Dental Assistants Association.	American Dental Assistants Association	American Dental Assistants Association		9432924	Dent Assist	Dental Assistants	American Dental Assistants Association	eng	United States
NLM	1072-754X		1072-754X	The Dental assistant journal : journal of the American Dental Assistants Association.	American Dental Assistants Association	American Dental Assistants Association		9212282	Dent Assist J	Dental Assistants	American Dental Assistants Association	eng	United States
NLM	0011-8508		0011-8508	The Dental assistant.	American Dental Assistants Association	American Dental Assistants Association		16520250R	Dent Assist	Dental Assistants	American Dental Assistants Association	eng	United States
NLM	1062-0249		1062-0249	The Academic nurse : the journal of the Columbia University School of Nursing.	School Of Nursing, Columbia University And The Office Of Professional Communication	School of Nursing Columbia University And The office of Professional Communication	http://nursing.columbia.edu/alumni/publications.html	9114562	Acad Nurse	Education, Nursing|Nursing Care|Nursing|Schools, Nursing	Columbia University. School of Nursing	eng	United States
NLM	1698-4447	1698-6946	1698-4447	Medicina oral, patología oral y cirugía bucal.	Medicina Oral S.L	Medicina Oral SL	http://www.medicinaoral.com/	101231694	Med Oral Patol Oral Cir Bucal	Mouth Diseases	Sociedad Española de Medicina Oral	spa	Spain
NLM	1137-2834		1137-2834	Medicina oral : órgano oficial de la Sociedad Española de Medicina Oral y de la Academia Iberoamericana de Patología y Medicina Bucal.	Medicina Oral S.L	Medicina Oral SL		9815821	Med Oral	Mouth Diseases	Sociedad Española de Medicina Oral	spa	Spain
NLM				Statistical bulletin of Czechoslovakia.	Prague	Prague		23120130R	Stat Bull Czechoslov		Czechoslovak Republic. Státni Urad Statistický	eng	Czech Republic
NLM				Clinical Society journal.	Agra, [193?-19--?]	Agra [193? 19  ?		0124622	Clin Soc J	Medicine	Agra Medical College. Clinical Society	eng	India
NLM	0034-7264		0034-7264	Revista brasileira de medicina.	Editorial Sul Americana S A	Editorial Sul Americana S A		0401324	Rev Bras Med	Medicine		por	Brazil
NLM	0001-7019		0001-7019	Acta stomatologica Croatica.	Drustvo Zubozdravstvenih Radnika Hrvatske	Drustvo Zubozdravstvenih Radnika Hrvatske	http://hrcak.srce.hr/index.php?show=casopis&id_casopis=6	0253456	Acta Stomatol Croat	Dentistry|Mouth Diseases	Drus̆tvo zubo-zdravstvenih radnika Hrvatske	hrv	Croatia
NLM	0745-1148		0745-1148	Hospital security and safety management.	Rusting Publications	Rusting		8708292	Hosp Secur Saf Manage	Accident Prevention|Hospital Administration|Safety|Security Measures		eng	United States
NLM	0279-3466		0279-3466	Health care security and safety management.	Rusting Publications]	Rusting		8708284	Health Care Secur Saf Manage	Accident Prevention|Hospital Administration|Safety|Security Measures		eng	United States
NLM	0021-048X		0021-048X	The Iowa dental bulletin.	Iowa State Dental Society	Iowa State Dental Society		17710060R	Iowa Dent Bull	Dentistry	Iowa State Dental Society	eng	United States
NLM	1086-508X		1086-508X	American journal of electroneurodiagnostic technology.	American Society of Electroneurodiagnostic Technologists	American Society of Electroneurodiagnostic Technologists		9607038	Am J Electroneurodiagnostic Technol	Electroencephalography	American Society of Electroneurodiagnostic Technologists	eng	United States
NLM	0031-7306		0031-7306	Philadelphia medicine.	Philadelphia County Medical Society	Philadelphia County Medical Society	http://www.philamedsoc.org/community/publications.html	0401214	Phila Med	Medicine	Philadelphia County Medical Society	eng	United States
NLM	1009-4598		1009-4598	Zhonghua zheng xing wai ke za zhi = Zhonghua zhengxing waike zazhi = Chinese journal of plastic surgery.	Beijing Shih: Zhongguo yi xue ke xue yuan, Zhongguo xie he yi ke da xue, Zheng xing wai ke yan jiu suo, 2000-	Beijing Shih: Zhongguo yi xue ke xue yuan Zhongguo xie he yi ke da xue Zheng xing wai ke yan jiu suo 2000	http://zhzxsswk.periodicals.net.cn/	100957850	Zhonghua Zheng Xing Wai Ke Za Zhi	Surgery, Plastic	Zhongguo yi xue ke xue yuan. Zheng xing wai ke yan jiu suo	chi	China
NLM	0271-5333	1527-1323	0271-5333	Radiographics : a review publication of the Radiological Society of North America, Inc.	Radiological Society of North America	Radiological Society of North America	http://radiology.rsnajnls.org/	8302501	Radiographics		Radiological Society of North America	eng	United States
